Target(SIN(0.01*x)+2*COS(0.01*x*x)+LOG(0.01*x)),Input1(x),Input2(x*x),Input3(sin(x)),Input4(cos(x)),Input5(log(x))
409.4541492,4784,22886656,0.601686909,-0.798732035,3.679791171
204.2812558,4785,22896225,-0.347017007,-0.937858836,3.679881942
346.9777263,4786,22905796,-0.976675088,-0.214722549,3.679972694
587.2125126,4787,22915369,-0.708382597,0.705828659,3.680063427
482.7642779,4788,22924944,0.211193587,0.977444254,3.680154142
221.1525008,4789,22934521,0.936599361,0.350402109,3.680244837
300.8597775,4790,22944100,0.800900002,-0.598798119,3.680335513
571.2768871,4791,22953681,-0.071143125,-0.997466118,3.680426171
493.2121686,4792,22963264,-0.877777591,-0.479068368,3.680516809
217.8408625,4793,22972849,-0.877387388,0.47978263,3.680607429
313.4189997,4794,22982436,-0.070331266,0.99752369,3.68069803
582.4270665,4795,22992025,0.801387097,0.59814607,3.680788612
445.0141019,4796,23001616,0.936313859,-0.351164289,3.680879174
195.386088,4797,23011209,0.210397977,-0.97761582,3.680969718
389.4415693,4798,23020804,-0.708956834,-0.705251875,3.681060244
590.0935884,4799,23030401,-0.976500002,0.215517391,3.68115075
330.8252978,4800,23040000,-0.346253571,0.938140962,3.681241237
215.020715,4801,23049601,0.602336796,0.798242059,3.681331706
520.4221285,4802,23059204,0.997141491,-0.075556912,3.681422156
507.1640066,4803,23068809,0.475178898,-0.879889206,3.681512587
202.9499587,4804,23078416,-0.483660983,-0.875255422,3.681602999
366.9804814,4805,23088025,-0.997825186,-0.065915839,3.681693392
584.2426837,4806,23097636,-0.594593515,0.804026462,3.681783766
291.829461,4807,23107249,0.355304692,0.934750542,3.681874122
251.1971956,4808,23116864,0.978537403,0.206069284,3.681964459
570.7972315,4809,23126481,0.702107339,-0.712071123,3.682054777
389.4172541,4810,23136100,-0.219836975,-0.975536624,3.682145076
198.4598455,4811,23145721,-0.939664188,-0.342098252,3.682235357
525.3313951,4812,23155344,-0.79556848,0.605863675,3.682325619
453.6029643,4813,23164969,0.079969219,0.996797333,3.682415862
184.1405968,4814,23174596,0.881983587,0.47128012,3.682506086
490.0074247,4815,23184225,0.873106313,-0.487529862,3.682596291
480.4237442,4816,23193856,0.061499121,-0.998107138,3.682686478
181.7298677,4817,23203489,-0.806650079,-0.591029314,3.682776646
482.2834849,4818,23213124,-0.933168916,0.359438136,3.682866796
474.8440666,4819,23222761,-0.201736555,0.979439821,3.682956926
180.9596271,4820,23232400,0.715171464,0.698949051,3.683047038
504.5139161,4821,23242041,0.974554138,-0.224152252,3.683137131
435.8550291,4822,23251684,0.337936231,-0.941169009,3.683227206
190.7305739,4823,23261329,-0.609378688,-0.792879319,3.683317262
546.4238674,4824,23270976,-0.996433652,0.08437996,3.683407299
358.6653464,4825,23280625,-0.467372112,0.884060693,3.683497318
236.6943871,4826,23290276,0.491389193,0.870940102,3.683587318
576.7506267,4827,23299929,0.998369539,0.057081198,3.683677299
254.1219904,4828,23309584,0.587453536,-0.809257897,3.683767261
344.8573014,4829,23319241,-0.363564539,-0.931569013,3.683857205
539.6992218,4830,23328900,-0.980323054,-0.197399875,3.683947131
178.4826304,4831,23338561,-0.695777073,0.718257798,3.684037037
495.5552083,4832,23348224,0.228463139,0.973552564,3.684126926
393.8880513,4833,23357889,0.942655395,0.333767592,3.684216795
229.2523197,4834,23367556,0.790174628,-0.612881764,3.684306646
573.9914056,4835,23377225,-0.088789048,-0.996050453,3.684396478
211.4439828,4836,23386896,-0.886120483,-0.463454949,3.684486292
430.779601,4837,23396569,-0.868756832,0.495238898,3.684576087
441.930371,4838,23406244,-0.052662157,0.998612386,3.684665864
208.1912229,4839,23415921,0.811849863,0.583866251,3.684755622
572.7947205,4840,23425600,0.929950863,-0.367683822,3.684845362
204.9175555,4841,23435281,0.193059328,-0.981187085,3.684935083
456.3964192,4842,23444964,-0.721330063,-0.692591467,3.685024785
392.9808803,4843,23454649,-0.97253192,0.232769552,3.685114469
254.8077799,4844,23464336,-0.329592415,0.944123318,3.685204134
551.864216,4845,23474025,0.616372836,0.78745446,3.685293781
171.3848846,4846,23483716,0.995647745,-0.093196397,3.68538341
547.3557942,4847,23493409,0.459528708,-0.888162917,3.68547302
251.4764874,4848,23503104,-0.499078903,-0.866556546,3.685562611
414.3437556,4849,23512801,-0.998835673,-0.048242084,3.685652184
406.1002483,4850,23522500,-0.580267531,0.814425928,3.685741739
264.2985054,4851,23532201,0.371795903,0.928314498,3.685831275
528.9777607,4852,23541904,0.982031898,0.188714999,3.685920792
179.7044008,4853,23551609,0.689392295,-0.724388199,3.686010291
569.80058,4854,23561316,-0.237071405,-0.971492228,3.686099772
178.9067995,4855,23571025,-0.945572748,-0.325410783,3.686189234
536.3224735,4856,23580736,-0.784718868,0.619851836,3.686278678
236.5099844,4857,23590449,0.097601921,0.995225535,3.686368103
462.9816851,4858,23600164,0.890187954,0.455593467,3.68645751
316.2219798,4859,23609881,0.864339287,-0.502909133,3.686546899
382.8465125,4860,23619600,0.043821066,-0.999039396,3.686636269
391.1144986,4861,23629321,-0.816986041,-0.576657445,3.686725621
315.6109549,4862,23639044,-0.92665995,0.375900701,3.686814955
448.5091551,4863,23648769,-0.184366975,0.982857476,3.68690427
267.9561968,4864,23658496,0.727432147,0.68617962,3.686993566
486.3350543,4865,23668225,0.970433507,-0.241368614,3.687082845
238.7894747,4866,23677956,0.321222776,-0.947003658,3.687172105
507.5345654,4867,23687689,-0.623318694,-0.781967906,3.687261346
224.4066498,4868,23697424,-0.994783831,0.102005532,3.68735057
515.7389508,4869,23707161,-0.451649302,0.892195555,3.687439775
221.8455955,4870,23716900,0.506729513,0.862105099,3.687528961
512.8517575,4871,23726641,0.99922355,0.039399191,3.68761813
230.4775094,4872,23736384,0.573036064,-0.819530151,3.68770728
498.1607197,4873,23746129,-0.379998137,-0.924987252,3.687796411
252.280385,4874,23755876,-0.983663803,-0.180015339,3.687885525
468.6482367,4875,23765625,-0.682953505,0.730461847,3.68797462
290.9098866,4876,23775376,0.245661096,0.969355779,3.688063697
420.630743,4877,23785129,0.948416018,0.317028478,3.688152756
349.226796,4878,23794884,0.779201628,-0.626773343,3.688241796
353.1732854,4879,23804641,-0.106407146,-0.994322643,3.688330818
424.9138278,4880,23814400,-0.89418568,-0.447696291,3.688419822
273.2946038,4881,23824161,-0.859854024,0.510539967,3.688508808
504.8760827,4882,23833924,-0.034976543,0.999388134,3.688597775
201.1472078,4883,23843689,0.82205821,0.569403459,3.688686724
561.7508988,4884,23853456,0.923296436,-0.38408813,3.688775655
170.1087205,4885,23863225,0.175660177,-0.984450863,3.688864568
559.1897516,4886,23872996,-0.733477239,-0.679714013,3.688953463
214.2808442,4887,23882769,-0.968259064,0.249948766,3.689042339
472.6428798,4888,23892544,-0.312827971,0.949809802,3.689131197
340.0146088,4889,23902321,0.630215716,0.776420087,3.689220037
322.332055,4890,23912100,0.99384198,-0.110806676,3.689308859
494.9116934,4891,23921881,0.443734511,-0.896158292,3.689397663
192.5840868,4892,23931664,-0.514340421,-0.857586107,3.689486448
571.7125333,4893,23941449,-0.999533142,-0.030553211,3.689575216
194.3477823,4894,23951236,-0.565759701,0.824570167,3.689663965
483.9018031,4895,23961025,0.388170599,0.921587536,3.689752696
358.1239047,4896,23970816,0.985218641,0.171301574,3.689841409
282.4011811,4897,23980609,0.676461208,-0.736478265,3.689930104
544.4422831,4898,23990404,-0.25423154,-0.967143383,3.690018781
173.4935316,4899,24000201,-0.951184983,-0.308621336,3.690107439
534.0806027,4900,24010000,-0.773623339,0.633645745,3.69019608
312.8874415,4901,24019801,0.115204035,0.99334185,3.690284703
309.413912,4902,24029604,0.89811335,0.439764039,3.690373307
541.924156,4903,24039409,0.855301393,-0.518130801,3.690461893
175.9728223,4904,24049216,0.02612928,-0.999658572,3.690550462
514.4501121,4905,24059025,-0.827065973,-0.562104862,3.690639012
365.9222913,4906,24068836,-0.919860584,0.392245466,3.690727544
248.4479264,4907,24078649,-0.166939616,0.985967121,3.690816058
575.0243897,4908,24088464,0.739464865,0.673195153,3.690904554
219.0983279,4909,24098281,0.96600876,-0.258509335,3.690993032
398.7379927,4910,24108100,0.304408656,-0.952541532,3.691081492
508.4059559,4911,24117921,-0.637063362,-0.770811438,3.691169934
178.0651432,4912,24127744,-0.992822263,0.119599138,3.691258358
511.4703313,4913,24137569,-0.435784954,0.900050817,3.691346764
409.3907123,4914,24147396,0.521911032,0.852999926,3.691435152
205.4885322,4915,24157225,0.999764422,0.021704837,3.691523522
563.729236,4916,24167056,0.558439013,-0.82954558,3.691611874
335.3144285,4917,24176889,-0.396312649,-0.918115616,3.691700208
246.7586151,4918,24186724,-0.98669629,-0.162574389,3.691788524
579.1408543,4919,24196561,-0.669915912,0.742436981,3.691876823
298.9845415,4920,24206400,0.262782066,0.964855215,3.691965103
270.2091148,4921,24216241,0.953879424,0.300190013,3.692053365
582.2866203,4922,24226084,0.767984439,-0.640468502,3.692141609
296.9296951,4923,24235929,-0.123991898,-0.99228323,3.692229836
265.1690588,4924,24245776,-0.901970655,-0.431797333,3.692318044
581.570415,4925,24255625,-0.850681752,0.525681041,3.692406235
328.4287139,4926,24265476,-0.017279969,0.99985069,3.692494408
234.4601881,4927,24275329,0.832008938,0.554762226,3.692582562
566.4618206,4928,24285184,0.916352664,-0.400372071,3.692670699
397.3779492,4929,24295041,0.158205977,-0.987406132,3.692758818
196.9330664,4930,24304900,-0.745394556,-0.666623549,3.692846919
511.1740954,4931,24314761,-0.963682772,0.26704965,3.692935003
496.9601311,4932,24324624,-0.295965491,0.955198633,3.693023068
195.7855111,4933,24334489,0.643861097,0.765142397,3.693111115
394.5328573,4934,24344356,0.991724762,-0.12838223,3.693199145
581.3632147,4935,24354225,0.427801254,-0.903872827,3.693287157
286.8345163,4936,24364096,-0.529440753,-0.848346915,3.693375151
248.5550724,4937,24373969,-0.999917374,-0.012854762,3.693463127
558.7197583,4938,24383844,-0.551074572,0.834456,3.693551086
469.435111,4939,24393721,0.40442365,0.914571764,3.693639026
198.2401755,4940,24403600,0.988096633,0.153834466,3.693726949
379.0876556,4941,24413481,0.663318129,-0.74833753,3.693814854
594.246787,4942,24423364,-0.271312004,-0.962491453,3.693902741
362.1411822,4943,24433249,-0.956499132,-0.291735172,3.69399061
202.459135,4944,24443136,-0.762285369,0.64724108,3.694078462
460.7723393,4945,24453025,0.132770047,0.991146868,3.694166296
583.2819796,4946,24462916,0.905757294,0.423796797,3.694254112
318.8578201,4947,24472809,0.845995462,-0.533190096,3.69434191
215.871749,4948,24482704,0.008429304,-0.999964473,3.694429691
478.6638355,4949,24492601,-0.836886717,-0.547376125,3.694517454
586.0954273,4950,24502500,-0.91277295,0.408467307,3.694605199
336.5523666,4951,24512401,-0.149459942,0.988767781,3.694692926
208.252807,4952,24522304,0.751265847,0.659999717,3.694780636
435.8206701,4953,24532209,0.961281282,-0.275569043,3.694868328
602.8085039,4954,24542116,0.287499139,-0.957780896,3.694956002
418.2404967,4955,24552025,-0.650608386,-0.75941341,3.695043659
209.562038,4956,24561936,-0.990549562,0.137155263,3.695131298
329.1504934,4957,24571849,-0.419784038,0.90762402,3.695218919
573.3838917,4958,24581764,0.536928994,0.843627439,3.695306522
549.2316171,4959,24591681,0.999991985,0.004003681,3.695394108
303.2828289,4960,24601600,0.543666957,-0.839301043,3.695481676
217.5398726,4961,24611521,-0.412502965,-0.910956258,3.695569227
415.4550571,4962,24621444,-0.989419563,-0.145082491,3.69565676
603.5170071,4963,24631369,-0.656668378,0.754179449,3.695744275
518.8629542,4964,24641296,0.279820685,0.960052282,3.695831773
287.4173367,4965,24651225,0.959043901,0.283257474,3.695919253
222.9458261,4966,24661156,0.756526577,-0.653962949,3.696006715
403.8988521,4967,24671089,-0.141537793,-0.989932853,3.69609416
595.4827034,4968,24681024,-0.909472969,-0.415763057,3.696181587
565.16563,4969,24690961,-0.841242891,0.540657376,3.696268997
358.2527941,4970,24700900,0.000422021,0.999999911,3.696356389
219.3578501,4971,24710841,0.841698929,0.539947139,3.696443763
300.5110054,4972,24720784,0.909121723,-0.416530542,3.69653112
506.436518,4973,24730729,0.140702198,-0.990051964,3.696618459
619.2013121,4974,24740676,-0.757078279,-0.653324176,3.696705781
530.8530476,4975,24750625,-0.958804478,0.284066846,3.696793085
336.8399161,4976,24760576,-0.279010261,0.96028812,3.696880372
223.9451978,4977,24770529,0.657304703,0.753624925,3.696967641
290.5835618,4978,24780484,0.989296754,-0.145917551,3.697054892
470.9126881,4979,24790441,0.411733932,-0.911304103,3.697142126
609.6102868,4980,24800400,-0.544375168,-0.838841866,3.697229343
598.4827374,4981,24810361,-0.99998825,0.004847714,3.697316542
454.877847,4982,24820324,-0.536216746,0.844080329,3.697403723
292.8015504,4983,24830289,0.420549961,0.907269381,3.697490887
228.5689525,4984,24840256,0.990664973,0.136319149,3.697578034
300.5132334,4985,24850225,0.649967178,-0.75996228,3.697665163
454.4025387,4986,24860196,-0.288307443,-0.957537894,3.697752274
590.5756103,4987,24870169,-0.961513531,-0.274757584,3.697839368
630.457576,4988,24880144,-0.750708512,0.660633582,3.697926445
558.5824077,4989,24890121,0.15029445,0.988641279,3.698013504
421.4929261,4990,24900100,0.913117389,0.407696743,3.698100546
293.8062785,4991,24910081,0.836424411,-0.548082298,3.69818757
236.7004928,4992,24920064,-0.009273313,-0.999957002,3.698274577
271.2868518,4993,24930049,-0.846445196,-0.53247585,3.698361566
375.9418958,4994,24940036,-0.905399269,0.424561143,3.698448538
502.9074365,4995,24950025,-0.13193343,0.991258579,3.698535493
602.1347586,4996,24960016,0.762831396,0.646597449,3.69862243
640.6992314,4997,24970009,0.956252555,-0.292542393,3.698709349
611.3534629,4998,24980004,0.270499524,-0.962720109,3.698796252
529.9636271,4999,24990001,-0.663949521,-0.747777396,3.698883137
425.8051073,5000,25000000,-0.987966439,0.154668406,3.698970004
330.0026253,5001,25010001,-0.403651569,0.914912789,3.699056855
266.3548851,5002,25020004,0.551778692,0.833990573,3.699143687
246.6380127,5003,25030009,0.999906168,-0.01369873,3.699230503
270.4022922,5004,25040016,0.528724525,-0.848793483,3.699317301
327.9392872,5005,25050025,-0.428564008,-0.903511423,3.699404082
404.6486018,5006,25060036,-0.991832768,-0.127545127,3.699490845
485.2673251,5007,25070049,-0.643215055,0.76568557,3.699577591
557.0010041,5008,25080064,0.296771613,0.954948485,3.69966432
611.2099435,5009,25090081,0.963907829,0.266236167,3.699751032
643.7722818,5010,25100100,0.744831632,-0.667252456,3.699837726
654.5009643,5011,25110121,-0.159039333,-0.987272248,3.699924403
646.0572209,5012,25120144,-0.916690268,-0.399598488,3.700011062
622.7415755,5013,25130169,-0.831540399,0.555464278,3.700097705
589.4229425,5014,25140196,0.018123878,0.999835749,3.70018433
550.7397779,5015,25150225,0.851125146,0.524962843,3.700270937
510.6052771,5016,25160256,0.901605879,-0.43255848,3.700357528
471.9825088,5017,25170289,0.123154325,-0.992387531,3.700444101
436.86324,5018,25180324,-0.768524747,-0.639820063,3.700530657
406.3776136,5019,25190361,-0.953625711,0.300995021,3.700617196
380.9708203,5020,25200400,-0.261967594,0.96507667,3.700703717
360.598889,5021,25210441,0.670542321,0.74187128,3.700790221
344.9126822,5022,25220484,0.986558719,-0.163407144,3.700876708
333.4136986,5023,25230529,0.39553758,-0.918449793,3.700963178
325.5759399,5024,25240576,-0.559138985,-0.829073938,3.701049631
320.9348028,5025,25250625,-0.999745746,0.022548672,3.701136066
319.1473097,5026,25260676,-0.521190879,0.853440137,3.701222484
320.0288377,5027,25270729,0.436544479,0.899682676,3.701308885
323.5706511,5028,25280784,0.992922856,0.118761112,3.701395269
329.9406872,5029,25290841,0.636412538,-0.771348871,3.701481636
339.467711,5030,25300900,-0.305212532,-0.952284259,3.701567985
352.6066025,5031,25310961,-0.966226608,-0.257693891,3.701654317
369.8806159,5032,25321024,-0.738896397,0.673819052,3.701740632
391.7954699,5033,25331089,0.167771754,0.985825866,3.70182693
418.7207822,5034,25341156,0.920191328,0.391468925,3.701913211
450.7374257,5035,25351225,0.826591239,-0.56280274,3.701999475
487.4557398,5036,25361296,-0.026973024,-0.999636162,3.702085721
527.8197878,5037,25371369,-0.855738412,-0.517408706,3.702171951
569.9270304,5038,25381444,-0.897741851,0.440521928,3.702258163
610.9096253,5039,25391521,-0.114365572,0.993438733,3.702344358
646.9398565,5040,25401600,0.774157887,0.632992549,3.702430536
673.4321919,5041,25411681,0.950924155,-0.309424066,3.702516697
685.5098027,5042,25421764,0.25341514,-0.967357621,3.702602841
678.7741356,5043,25431849,-0.677082585,-0.735907041,3.702688968
650.3535306,5044,25441936,-0.985073704,0.172133079,3.702775078
600.1081435,5045,25452025,-0.387392603,0.92191484,3.702861171
531.7432209,5046,25462116,0.566455472,0.824092348,3.702947246
453.4597582,5047,25472209,0.999506997,-0.031396847,3.703033305
377.7014717,5048,25482304,0.513616399,-0.858019927,3.703119346
319.6071858,5049,25492401,-0.444490748,-0.895783442,3.703205371
294.0131124,5050,25502500,-0.993935151,-0.109967792,3.703291378
311.2977982,5051,25512601,-0.62956016,0.776951739,3.703377369
372.9693017,5052,25522704,0.313629538,0.949545424,3.703463342
468.4854071,5053,25532809,0.968469686,0.249131426,3.703549298
575.0796993,5054,25542916,0.732903271,-0.680332857,3.703635238
661.9970481,5055,25553025,-0.176491032,-0.984302248,3.70372116
699.2914193,5056,25563136,-0.923620294,-0.383308692,3.703807065
669.3103873,5057,25573249,-0.821577317,0.570097108,3.703892954
576.8065598,5058,25583364,0.035820056,0.999358256,3.703978825
452.4066452,5059,25593481,0.860284635,0.509814032,3.704064679
345.2081,5060,25603600,0.893807488,-0.448450862,3.704150517
304.2353751,5061,25613721,0.105567858,-0.994412101,3.704236337
354.5734282,5062,25623844,-0.779730373,-0.626115441,3.704322141
479.4964535,5063,25633969,-0.948148095,0.317828868,3.704407927
620.8941822,5064,25644096,-0.244842831,0.969562782,3.704493697
703.7367555,5065,25654225,0.683569802,0.729885145,3.70457945
676.9646474,5066,25664356,0.983511512,-0.180845528,3.704665185
549.3348285,5067,25674489,0.379217274,-0.925307657,3.704750904
394.5161816,5068,25684624,-0.573727578,-0.819046193,3.704836606
312.9232758,5069,25694761,-0.99918994,0.040242563,3.704922291
365.918669,5070,25704900,-0.506001679,0.862532492,3.705007959
524.651706,5071,25715041,0.452402192,0.891814026,3.705093611
677.6563486,5072,25725184,0.994869574,0.101165857,3.705179245
706.2145714,5073,25735329,0.622658458,-0.782493734,3.705264862
580.7995419,5074,25745476,-0.322021973,-0.946732195,3.705350463
399.2480295,5075,25755625,-0.970636887,-0.240549442,3.705436047
318.1611948,5076,25765776,-0.726852724,0.686793359,3.705521613
417.2330642,5077,25775929,0.185196482,0.982701513,3.705607163
613.1621251,5078,25786084,0.926976896,0.375118428,3.705692697
720.4460665,5079,25796241,0.816499027,-0.57734681,3.705778213
627.3817536,5080,25806400,-0.044664282,-0.999002053,3.705863712
422.7934946,5081,25816561,-0.864763456,-0.502179416,3.705949195
323.5021671,5082,25826724,-0.889803097,0.456344661,3.706034661
445.8203735,5083,25836889,-0.096761874,0.99530756,3.70612011
659.3500164,5084,25847056,0.785241769,0.619189279,3.706205542
715.335524,5085,25857225,0.945297751,-0.32620877,3.706290957
539.980178,5086,25867396,0.23625134,-0.97169198,3.706376356
346.4021362,5087,25877569,-0.690003464,-0.723806065,3.706461738
386.2081101,5088,25887744,-0.981872265,0.189543808,3.706547103
615.9116777,5089,25897921,-0.371012234,0.928627978,3.706632451
728.0755199,5090,25908100,0.580954734,0.813935868,3.706717782
561.5817864,5091,25918281,0.998794599,-0.049085126,3.706803097
349.4808901,5092,25928464,0.498347316,-0.866977481,3.706888395
406.8806087,5093,25938649,-0.460278191,-0.887774739,3.706973676
655.9069116,5094,25948836,-0.995726052,-0.092355996,3.707058941
714.1177328,5095,25959025,-0.615707972,0.787974424,3.707144188
483.8356432,5096,25969216,0.330389177,0.943844792,3.707229419
336.2288686,5097,25979409,0.972728041,0.231948611,3.707314634
523.0250075,5098,25989604,0.72074523,-0.693200053,3.707399831
733.1178807,5099,25999801,-0.193887422,-0.981023785,3.707485012
598.7482979,5100,26010000,-0.930260872,-0.366898774,3.707570176
354.4346988,5101,26020201,-0.811356767,0.584551279,3.707655324
448.1034932,5102,26030404,0.053505008,0.998567581,3.707740454
713.0606137,5103,26040609,0.869174525,0.494505455,3.707825568
646.4255888,5104,26050816,0.885728992,-0.464202706,3.707910666
372.9145182,5105,26061025,0.087948308,-0.99612504,3.707995746
435.8658375,5106,26071236,-0.790691645,-0.612214606,3.70808081
715.2148078,5107,26081449,-0.942373346,0.334563114,3.708165858
636.6048567,5108,26091664,-0.227641339,0.973745049,3.708250889
361.2826724,5109,26101881,0.696383065,0.717670277,3.708335903
480.625794,5110,26112100,0.980156091,-0.198227238,3.7084209
740.8323611,5111,26122321,0.362778127,-0.931875545,3.708505881
564.4409222,5112,26132544,-0.588136374,-0.808761773,3.708590845
347.274403,5113,26142769,-0.998321005,0.057923843,3.708675793
592.3319353,5114,26152996,-0.490653908,0.871354545,3.708760724
731.3646707,5115,26163225,0.468118129,0.883665897,3.708845638
432.3436537,5116,26173456,0.996504517,0.083538898,3.708930536
417.5606808,5117,26183689,0.608709247,-0.793393378,3.709015417
728.244354,5118,26193924,-0.338730497,-0.940883441,3.709100282
591.27546,5119,26204161,-0.974742985,-0.223329608,3.70918513
352.0669,5120,26214400,-0.714581267,0.699552437,3.709269961
628.4466868,5121,26224641,0.202563172,0.979269198,3.709354776
702.8183585,5122,26234884,0.933471965,0.358650374,3.709439574
377.7932863,5123,26245129,0.806150939,-0.591709949,3.709524356
527.0565385,5124,26255376,-0.062341543,-0.998054874,3.709609121
747.8225362,5125,26265625,-0.873517497,-0.48679275,3.70969387
431.7554558,5126,26275876,-0.881585493,0.472024383,3.709778602
463.0714107,5127,26286129,-0.079127852,0.996864476,3.709863317
755.8183253,5128,26296384,0.796079571,0.605191967,3.709948017
471.8479814,5129,26306641,0.939375108,-0.342891246,3.710032699
436.6066424,5130,26316900,0.219013503,-0.975721828,3.710117365
755.5992433,5131,26327161,-0.702708107,-0.711478261,3.710202015
481.8309425,5132,26337424,-0.978363124,0.206895137,3.710286648
440.3608886,5133,26347689,-0.354515597,0.935050101,3.710371264
758.5768194,5134,26357956,0.595271935,0.803524314,3.710455864
459.2880367,5135,26368225,0.997769195,-0.066758022,3.710540448
475.1155467,5136,26378496,0.482922058,-0.87566334,3.710625015
756.7858173,5137,26388769,-0.475921392,-0.879487822,3.710709566
412.1180123,5138,26399044,-0.997204909,-0.074715256,3.7107941
548.4955498,5139,26409321,-0.601662832,0.798750172,3.710878618
724.0151063,5140,26419600,0.347045278,0.937848375,3.710963119
367.810242,5141,26429881,0.97668156,0.214693108,3.711047604
656.6780714,5142,26440164,0.70836132,-0.705850013,3.711132072
628.2954951,5143,26450449,-0.211223051,-0.977437887,3.711216524
382.0542004,5144,26460736,-0.936609923,-0.350373875,3.71130096
751.8502948,5145,26471025,-0.800881951,0.598822261,3.711385379
475.1377476,5146,26481316,0.071173193,0.997463973,3.711469782
508.9991367,5147,26491609,0.877792032,0.479041908,3.711554168
733.5948759,5148,26501904,0.877372924,-0.479809078,3.711638538
367.0732165,5149,26512201,0.070301197,-0.99752581,3.711722892
702.2888137,5150,26522500,-0.801405127,-0.598121913,3.711807229
547.9272311,5151,26532801,-0.936303273,0.351192513,3.71189155
461.2732138,5152,26543104,-0.210368508,0.977622162,3.711975854
751.0950591,5153,26553409,0.708978093,0.705230503,3.712060142
371.1197999,5154,26563716,0.976493505,-0.215546827,3.712144414
708.0098565,5155,26574025,0.346225291,-0.938151399,3.71222867
524.0162195,5156,26584336,-0.602360858,-0.798223901,3.712312909
504.0999519,5157,26594649,-0.997139213,0.07558697,3.712397131
717.7432571,5158,26604964,-0.475152374,0.87990353,3.712481338
373.146523,5159,26615281,0.483687367,0.875240842,3.712565528
761.7348434,5160,26625600,0.997827173,0.06588576,3.712649702
418.7771615,5161,26635921,0.594569278,-0.804044385,3.712733859
647.7749732,5162,26646244,-0.355332869,-0.934739831,3.712818
572.660706,5163,26656569,-0.978543615,-0.206039787,3.712902125
487.8244341,5164,26666896,-0.702085874,0.712092287,3.712986234
713.4057053,5165,26677225,0.219866382,0.975529997,3.713070326
385.9981251,5166,26687556,0.9396745,0.342069926,3.713154402
769.5464085,5167,26697889,0.795550216,-0.605887657,3.713238462
376.8070758,5168,26708224,-0.079999267,-0.996794922,3.713322505
739.5106275,5169,26718561,-0.881997793,-0.471253533,3.713406532
437.6098411,5170,26728900,-0.873091616,0.487556181,3.713490543
660.0094743,5171,26739241,-0.061469033,0.998108991,3.713574538
526.8258591,5172,26749584,0.806667895,0.591004997,3.713658516
570.52273,5173,26759929,0.933158081,-0.359466265,3.713742478
611.4359484,5174,26770276,0.201707031,-0.979445901,3.713826424
495.619726,5175,26780625,-0.715192533,-0.698927493,3.713910354
675.4941564,5176,26790976,-0.974547381,0.22418163,3.713994268
443.6239024,5177,26801329,-0.33790786,0.941179195,3.714078165
716.6965508,5178,26811684,0.609402588,0.79286095,3.714162046
412.5879457,5179,26822041,0.996431108,-0.084409997,3.714245911
739.5899545,5180,26832400,0.467345462,-0.884074781,3.71432976
396.750572,5181,26842761,-0.491415446,-0.870925289,3.714413592
750.0803084,5182,26853124,-0.998371259,-0.057051102,3.714497409
390.8294791,5183,26863489,-0.587429141,0.809275605,3.714581209
752.3115101,5184,26873856,0.363592621,0.931558053,3.714664993
392.1369476,5185,26884225,0.980329004,0.197370323,3.714748761
747.3431529,5186,26894596,0.695755422,-0.718278771,3.714832512
401.3024631,5187,26904969,-0.228492486,-0.973545676,3.714916248
732.8924576,5188,26915344,-0.942665456,-0.333739176,3.714999967
422.1211785,5189,26925721,-0.790156153,0.612905583,3.715083671
703.9281657,5190,26936100,0.088819073,0.996047776,3.715167358
460.4016453,5191,26946481,0.886134453,0.463428237,3.715251029
654.5628711,5192,26956864,0.868741903,-0.495265086,3.715334684
521.1208703,5193,26967249,0.052632054,-0.998613973,3.715418323
582.0362609,5194,26977636,-0.811867463,-0.583841779,3.715501945
603.2297234,5195,26988025,-0.929939779,0.367711855,3.715585552
492.9668694,5196,26998416,-0.19302975,0.981192904,3.715669142
692.8601644,5197,27008809,0.72135094,0.692569723,3.715752717
409.6774255,5198,27019204,0.972524903,-0.232798868,3.715836275
759.048312,5199,27029601,0.329563955,-0.944133253,3.715919817
370.308406,5200,27040000,-0.616396573,-0.78743588,3.716003344
760.1910858,5201,27050401,-0.995644935,0.09322641,3.716086854
413.6176114,5202,27060804,-0.459501935,0.888176768,3.716170348
669.0885506,5203,27071209,0.499105025,0.866541502,3.716253826
545.1639843,5204,27081616,0.998837127,0.048211975,3.716337288
511.1943171,5205,27092025,0.58024298,-0.81444342,3.716420734
702.9149524,5206,27102436,-0.371823886,-0.92830329,3.716504164
383.2650861,5207,27112849,-0.982037586,-0.188685397,3.716587578
767.7781864,5208,27123264,-0.689370459,0.72440898,3.716670976
402.7436541,5209,27133681,0.237100689,0.971485081,3.716754357
656.8819459,5210,27144100,0.945582557,0.325382279,3.716837723
583.5914715,5211,27154521,0.784700183,-0.61987549,3.716921073
448.9650689,5212,27164944,-0.097631921,-0.995222592,3.717004407
754.7655452,5213,27175369,-0.890201687,-0.455566633,3.717087725
372.8592986,5214,27185796,-0.864324127,0.502935188,3.717171027
697.761421,5215,27196225,-0.043790951,0.999040716,3.717254313
551.316353,5216,27206656,0.817003423,0.576632817,3.717337583
456.4108321,5217,27217089,0.926648618,-0.375928635,3.717420837
756.2392122,5218,27227524,0.184337347,-0.982863033,3.717504075
380.2336969,5219,27237961,-0.727452831,-0.686157692,3.717587297
